iter	Logloss
175	0.3039132955
176	0.3036525483
177	0.3034000272
178	0.3029926211
179	0.3025860998
180	0.3023362864
181	0.3017139353
182	0.3011655393
183	0.3007751472
184	0.3003659973
185	0.3002491777
186	0.2997828191
187	0.2991780463
188	0.2988501279
189	0.2982240165
190	0.2979816887
191	0.2976666355
192	0.2974696653
193	0.2970205183
194	0.2965891081
195	0.2960187766
196	0.29559687
197	0.2951594696
198	0.2948480795
199	0.2946611486
200	0.2941945829
201	0.2938640968
202	0.2936091993
203	0.2933026697
204	0.2929186611
205	0.292535055
206	0.2922010458
207	0.2918087932
208	0.2912648716
209	0.2908051714
210	0.2902665513
211	0.2897010757
212	0.2892758106
213	0.2890221998
214	0.288734807
215	0.2882800596
216	0.2878880617
217	0.2874036294
218	0.2870893074
219	0.2867526261
220	0.2861798417
221	0.2858703621
222	0.2853209589
223	0.2848743463
224	0.2846355588
225	0.2842377508
226	0.2837490377
227	0.2835154277
228	0.28305047
229	0.2825665153
230	0.2822117657
231	0.2818683868
232	0.2814883745
233	0.2812600443
234	0.2806954358
235	0.2803256296
236	0.2801386831
237	0.2797925663
238	0.279273326
239	0.2790370913
240	0.2786645541
241	0.2782905149
242	0.2779457979
243	0.2775049498
244	0.2773606343
245	0.2770165168
246	0.2766565387
247	0.2763255336
248	0.2760035343
249	0.2757964261
250	0.2753453694
251	0.2751366452
252	0.2749027174
253	0.2744463231
254	0.2740946151
255	0.2736494923
256	0.2734109754
257	0.2730628646
258	0.2725751017
259	0.2722906556
260	0.27173034
261	0.2715017734
262	0.271225445
263	0.2708230276
264	0.2704816136
265	0.270157644
266	0.2697367968
267	0.2692256069
268	0.2690028873
269	0.2687642852
270	0.2682432856
271	0.2680067258
272	0.2677105444
273	0.2673872777
274	0.2668548106
275	0.2663105172
276	0.2658072071
277	0.2653060578
278	0.2650646828
279	0.2648488963
280	0.2643520502
281	0.2638920907
282	0.2636076167
283	0.263408126
284	0.2631154315
285	0.2628084878
286	0.2625630645
287	0.2622529694
288	0.2619375985
289	0.2614288383
290	0.2610217161
291	0.2608692721
292	0.2604735766
293	0.2601597844
294	0.2598971264
295	0.2596331034
296	0.2593286851
297	0.2590379706
298	0.2586131482
299	0.2581685775
300	0.2577815272
301	0.2574076505
302	0.2569363132
303	0.2565594461
304	0.2561285262
305	0.2560175547
306	0.2556533586
307	0.2554267854
308	0.255026654
309	0.2546625966
310	0.2541689985
311	0.2539170628
312	0.2535753765
313	0.2533823601
314	0.2529663822
315	0.2526462566
316	0.2523717549
317	0.2520410354
318	0.2516843528
319	0.2513142137
320	0.2509902139
321	0.2505869281
322	0.2503710593
323	0.2500671724
324	0.249682357
325	0.2493344315
326	0.2490043538
327	0.2486603809
328	0.2482228086
329	0.2478782025
330	0.2475766718
331	0.2472423184
332	0.2469310236
333	0.2465443807
334	0.2462925656
335	0.2461303334
336	0.245914976
337	0.2457360553
338	0.2452990548
339	0.2450335166
340	0.2446900097
341	0.2444939155
342	0.2442563316
343	0.2439728253
344	0.2437973129
345	0.2436177862
346	0.2434246408
347	0.2431455259
348	0.2428525126
349	0.2425541638
350	0.242214374
351	0.2419399412
352	0.2417022569
353	0.2415874732
354	0.2411651793
355	0.2408697154
356	0.2405253385
357	0.2402714573
358	0.2399199114
359	0.2396104388
360	0.2393571073
361	0.2390219522
362	0.2388514366
363	0.2387472358
364	0.2384113278
365	0.2382085616
366	0.2378532427
367	0.2376440809
368	0.2373200142
369	0.2371060024
370	0.2368456751
371	0.236566789
372	0.2363022067
373	0.2360552259
374	0.235887575
375	0.23558055
376	0.2354575554
377	0.2351912224
378	0.2348168667
379	0.2343888578
380	0.234070531
381	0.2338986994
382	0.233611027
383	0.2333109341
384	0.2329442411
385	0.2326887413
386	0.2324794097
387	0.2321920665
388	0.232002317
389	0.2316464695
390	0.2313292637
391	0.2310043189
392	0.2308407547
393	0.2306084788
394	0.2304616375
395	0.2301838209
396	0.2300333452
397	0.2298038126
398	0.2295533047
399	0.2293702888
400	0.2291312789
401	0.2288656138
402	0.2286053617
403	0.2283010238
404	0.2280877632
405	0.227889207
406	0.2277528102
407	0.2273238243
408	0.2270273734
409	0.2267043445
410	0.2264383382
411	0.2260437548
412	0.2258815292
413	0.2256527159
414	0.2253536635
415	0.2249708791
416	0.2247499362
417	0.224387792
418	0.2241516657
419	0.2238890257
420	0.2237828292
421	0.2235588953
422	0.2233761119
423	0.2231335361
424	0.2229966301
425	0.2226671343
426	0.2224088259
427	0.2221704612
428	0.2218897241
429	0.2217507213
430	0.2215079691
431	0.2212460749
432	0.2209208237
433	0.2205886493
434	0.2202954737
435	0.2201934449
436	0.2199503556
437	0.2196563063
438	0.2194803096
439	0.2193223067
440	0.219271897
441	0.2189219419
442	0.2185860042
443	0.2184463127
444	0.2181515045
445	0.2178325442
446	0.2175991758
447	0.2174127404
448	0.217230708
449	0.2169705014
450	0.2167936239
451	0.2165193607
452	0.2162843563
453	0.2160276225
454	0.2158510865
455	0.2156294449
456	0.2154450129
457	0.2152083903
458	0.2149030843
459	0.2147575852
460	0.2147438293
461	0.2145346242
462	0.2143446599
463	0.2141452815
464	0.2138444175
465	0.2136905673
466	0.2135121235
467	0.2132363951
468	0.2130587908
469	0.2128510534
470	0.2126578204
471	0.2123337174
472	0.2120176292
473	0.2118045634
474	0.2116619106
475	0.2114704943
476	0.2113344307
477	0.2111631621
478	0.2110760062
479	0.210839955
480	0.2106451923
481	0.2105162728
482	0.2102681499
483	0.210038933
484	0.2098674288
485	0.2096047344
486	0.2092652989
487	0.2091091682
488	0.2089262501
489	0.208606813
490	0.2083491254
491	0.2080271594
492	0.2077638088
493	0.2074989035
494	0.2072341022
495	0.2070641476
496	0.2069035391
497	0.2065029295
498	0.2062550314
499	0.2060650104
500	0.2059043036
501	0.2057029167
502	0.2055412597
503	0.2052622548
504	0.2051181696
505	0.2049053364
506	0.204631577
507	0.2043016869
508	0.2040897948
509	0.2039192539
510	0.2036285632
511	0.2034798144
512	0.2033066093
513	0.2030222907
514	0.2027338834
515	0.202544484
516	0.2023347757
517	0.2021261889
518	0.2020343495
519	0.2019797039
520	0.2018022471
521	0.2015740418
522	0.2012548692
523	0.2010335002
524	0.2008746926
525	0.2008129764
526	0.2006401245
527	0.2004190989
528	0.2001462585
529	0.1998661677
530	0.1997641529
531	0.1996552449
532	0.1994835873
533	0.1992443953
534	0.1988678203
535	0.1986669066
536	0.1984814866
537	0.1983163427
538	0.198126149
539	0.1979047874
540	0.1975722189
541	0.1974581929
542	0.1973873619
543	0.1971613728
544	0.1970089953
545	0.1967878292
546	0.1965862163
547	0.196368979
548	0.196109585
549	0.1959562063
550	0.1957224619
551	0.1954892689
552	0.1953834354
553	0.1952374822
554	0.1950765906
555	0.1948484352
556	0.1946254863
557	0.1944503641
558	0.1942734422
559	0.1940845084
560	0.1939593799
561	0.1937810081
562	0.193440792
563	0.1933081069
564	0.1930396273
565	0.1928405643
566	0.1926822312
567	0.1925336016
568	0.1922886684
569	0.1920687595
570	0.1917981147
571	0.19159595
572	0.1914220447
573	0.1912907096
574	0.1910694076
575	0.1908667355
576	0.1906693565
577	0.1903670032
578	0.1901327985
579	0.1899083857
580	0.1897413496
581	0.1895176833
582	0.1893589571
583	0.1892363721
584	0.1891124295
585	0.1890513274
586	0.1889347845
587	0.188566092
588	0.1883339071
589	0.1881771493
590	0.188088506
591	0.1879435323
592	0.1877437772
593	0.1875236638
594	0.1873287261
595	0.1871246915
596	0.187021109
597	0.186906099
598	0.1867164143
599	0.1864634672
600	0.186126115
601	0.1859082023
602	0.1857096711
603	0.1854930897
604	0.1853280689
605	0.185105153
606	0.1848886973
607	0.1846470517
608	0.1845423664
609	0.1842899659
610	0.1841379762
611	0.1839581832
612	0.1838011765
613	0.1836698712
614	0.183485175
615	0.1832459084
616	0.1831462308
617	0.1828536998
618	0.1827236128
619	0.182556607
620	0.1823709894
621	0.1821277065
622	0.1819164693
623	0.1818050615
624	0.1815304783
625	0.1814402878
626	0.181206804
627	0.1810842758
628	0.1807971841
629	0.1806883367
630	0.1804890984
631	0.1803573336
632	0.1801394562
633	0.1797409946
634	0.1795418783
635	0.179313687
636	0.1791686509
637	0.1790054419
638	0.1788429908
639	0.1787138446
640	0.1784752619
641	0.1783387536
642	0.1780781549
643	0.1777423938
644	0.1775975748
645	0.1773049961
646	0.1772142787
647	0.1770199409
648	0.176886058
649	0.1767618504
650	0.1766576374
651	0.176429966
652	0.1763194304
653	0.1760801643
654	0.1757977204
655	0.1756723549
656	0.1755256744
657	0.1754440741
658	0.1752156468
659	0.1750937365
660	0.1749693058
661	0.1747538432
662	0.1746789742
663	0.1744649195
664	0.174347313
665	0.1742049969
666	0.1740499591
667	0.1739116116
668	0.1737028767
669	0.1735442169
670	0.1731615922
671	0.1729691468
672	0.1728636875
673	0.1727412953
674	0.1726288435
675	0.1724908401
676	0.1723421207
677	0.1721879569
678	0.1719692875
679	0.1717292648
680	0.1716295126
681	0.1714750397
682	0.1712799793
683	0.1711518572
684	0.1710180114
685	0.1708896141
686	0.1707188424
687	0.1705863287
688	0.1704997731
689	0.1702677352
690	0.1701877835
691	0.1700297887
692	0.1699196496
693	0.169772764
694	0.1696022328
695	0.1693468885
696	0.1692131154
697	0.1690789681
698	0.1689313871
699	0.1688015317
700	0.1687245884
701	0.1684648874
702	0.1683107083
703	0.1681976956
704	0.1679153637
705	0.1678210207
706	0.167660121
707	0.167486456
708	0.1673654428
709	0.1672085703
710	0.1669966098
711	0.1667946166
712	0.1666558218
713	0.1664645358
714	0.1662018415
715	0.166071648
716	0.1659752921
717	0.1657856064
718	0.1655751322
719	0.1653628614
720	0.1651032846
721	0.1650157957
722	0.1648142883
723	0.1645674501
724	0.1643832444
725	0.1642724493
726	0.1640293817
727	0.1638006506
728	0.1635273479
729	0.1633024257
730	0.1631253649
731	0.1630044327
732	0.162932142
733	0.1626844295
734	0.162618888
735	0.1624095875
736	0.1624067837
737	0.1621985903
738	0.1620624893
739	0.1619533552
740	0.1618350961
741	0.1616213474
742	0.1614474879
743	0.1613438143
744	0.1612386242
745	0.1611092841
746	0.1609567959
747	0.1608545885
748	0.1607287695
749	0.1606002515
750	0.1604797357
751	0.1603147829
752	0.1601433856
753	0.159953082
754	0.1598279315
755	0.1596738784
756	0.1594739784
757	0.1593969638
758	0.1592649466
759	0.1591893396
760	0.1591001961
761	0.1589333756
762	0.1587473197
763	0.1586566354
764	0.158524172
765	0.158399466
766	0.1582262891
767	0.1580934707
768	0.1579488713
769	0.1578432314
770	0.1577527907
771	0.1575137367
772	0.157322264
773	0.1571535049
774	0.1569383149
775	0.1567382028
776	0.1563961714
777	0.1562477572
778	0.1561718879
779	0.1560260216
780	0.1558575524
781	0.1556647002
782	0.1555468478
783	0.1554290495
784	0.1552695164
785	0.1551172675
786	0.1549687805
787	0.154856659
788	0.1546602616
789	0.1545865765
790	0.1544321094
791	0.1543046634
792	0.1540717412
793	0.15400263
794	0.1538731286
795	0.153841196
796	0.1537236476
797	0.1536219895
798	0.1534622282
799	0.1533025621
800	0.1531296364
801	0.1529966963
802	0.152869096
803	0.1527140218
804	0.1526087923
805	0.1524859441
806	0.1523637753
807	0.1521486113
808	0.1520576429
809	0.1519366903
810	0.1518449886
811	0.1517011116
812	0.1515776235
813	0.1514744987
814	0.1514288353
815	0.1511667337
816	0.1510518247
817	0.1508479538
818	0.1507598759
819	0.1506415802
820	0.1504690892
821	0.1504466951
822	0.1503071211
823	0.1502019572
824	0.1500573152
825	0.1499405468
826	0.149831394
827	0.1496056204
828	0.1494393125
829	0.1492045564
830	0.1490359638
831	0.1489733236
832	0.1488102734
833	0.1486508599
834	0.148563924
835	0.1483575343
836	0.1481515052
837	0.1480937523
838	0.1480055488
839	0.1478688088
840	0.147709451
841	0.1475174274
842	0.1474536617
843	0.1472778039
844	0.1471008518
845	0.146978426
846	0.1467921749
847	0.1466199207
848	0.1465467216
849	0.1464090078
850	0.1462295737
851	0.1461514394
852	0.1460065737
853	0.1458964364
854	0.1457817672
855	0.1456117602
856	0.145510695
857	0.1453764727
858	0.1452580575
859	0.1451271785
860	0.144981294
861	0.1449089726
862	0.144821784
863	0.1446817283
864	0.1445741222
865	0.1443990054
866	0.1442072249
867	0.1440233813
868	0.1439400498
869	0.1437883492
870	0.1435665573
871	0.1434272243
872	0.1433104047
873	0.1432176452
874	0.1430568161
875	0.1429282056
876	0.1427349578
877	0.1425921447
878	0.1424892347
879	0.1422611744
880	0.1421464787
881	0.1419783469
882	0.1419338391
883	0.1417846147
884	0.1416658465
885	0.1414902852
886	0.141287463
887	0.1411308112
888	0.1409568841
889	0.1408737914
890	0.1407557017
891	0.1405715215
892	0.1404851422
893	0.1404217506
894	0.1402856242
895	0.1401930803
896	0.1400604969
897	0.139967281
898	0.139887469
899	0.1397420597
900	0.1396000304
901	0.1393200861
902	0.1391586995
903	0.1390103007
904	0.1387991067
905	0.1385969452
906	0.1385867876
907	0.1383790735
908	0.1382362358
909	0.1381227581
910	0.1380818766
911	0.1379908327
912	0.1377548721
913	0.1376641525
914	0.1374722421
915	0.1373290139
916	0.1372500455
917	0.1371728359
918	0.136978794
919	0.1368547585
920	0.1366879252
921	0.1365438564
922	0.1363969042
923	0.1362448313
924	0.1361027328
925	0.1359602651
926	0.1359043835
927	0.1357204702
928	0.1354720526
929	0.1353582581
930	0.1352576253
931	0.1351399651
932	0.1350198632
933	0.1349286853
934	0.1347796528
935	0.1346644096
936	0.1345801476
937	0.134474292
938	0.134417587
939	0.134302001
940	0.1342201104
941	0.1340667843
942	0.1338990209
943	0.1338083386
944	0.1337089871
945	0.1335567849
946	0.1334783082
947	0.1332870566
948	0.133119467
949	0.1329465794
950	0.1328675307
951	0.1327615869
952	0.1327157867
953	0.1325088504
954	0.1323677319
955	0.1322690632
956	0.1320973088
957	0.1319781839
958	0.1317746422
959	0.1316312487
960	0.1314514802
961	0.1313906135
962	0.1312427379
963	0.1311506366
964	0.1310273102
965	0.1309032077
966	0.1307746837
967	0.13063537
968	0.1305115314
969	0.1303783302
970	0.1302824558
971	0.1302100874
972	0.130136801
973	0.1300320453
974	0.1299539308
975	0.1298350704
976	0.129674031
977	0.1295623292
978	0.1294338668
979	0.1294047866
980	0.1293457914
981	0.1292442443
982	0.1291340671
983	0.1290443737
984	0.12889475
985	0.1287796823
986	0.1286702978
987	0.1285336464
988	0.128397643
989	0.1282785949
990	0.1281632998
991	0.1280972796
992	0.1279922951
993	0.127898459
994	0.1278097099
995	0.1276562941
996	0.1275630424
997	0.1273354236
998	0.1271781238
999	0.1268794067
